OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
10032,56773,ID4408911638320060810,CHERRY,2006,8,10,162328.599675934,445456303.446617,Wildfire
10034,47682,ID4409211552419890726,SMOKEY CREEK,1989,7,26,149373.794533313,374147131.476501,Wildfire
10058,33860,ID4458911483020060809,MIDDLE FORK COMPLEX,2006,8,9,137256.543357901,270206454.754488,Wildfire
10077,48330,ID4428411578320060820,RATTLESNAKE COMPLEX,2006,8,20,134589.934324838,381695024.620141,Wildfire
10079,271361,ID4505611489120000731,DIAMOND COMPLEX (DIAMOND PEAK),2000,7,31,675458.084797598,2200631833.0679,Wildfire
10215,34497,KS3788109608620140412,UNNAMED,2014,4,12,158183.810686508,224454134.65972,Unknown
10231,32151,KS3774009605320140404,UNNAMED,2014,4,4,194135.841642926,208409725.97378,Unknown
10263,74183,KS3778309657320070401,UNNAMED,2007,4,1,659775.800914247,480818602.783821,Unknown
10287,30665,KS3797009592820140412,UNNAMED,2014,4,12,187111.730609263,200014231.556472,Unknown
10291,31376,KS3797909592620160409,UNNAMED,2016,4,9,173922.873995974,204667003.687343,Unknown
10304,60977,KS3779309654420140122,UNNAMED,2014,1,22,312521.134690423,395836442.026106,Unknown
10329,36575,KS3799509655220110411,UNNAMED,2011,4,11,141918.012163935,238718833.568039,Prescribed Fire
10383,37767,KS3727909654820160408,UNNAMED,2016,4,8,155162.647614635,241839504.724734,Unknown
10395,37138,KS3745209644020160408,UNNAMED,2016,4,8,196417.864896876,238858580.328606,Unknown
10410,34385,KS3731109613120150330,UNNAMED,2015,3,30,276105.84649393,220370457.967175,Unknown
10434,765550,KS3746509670920090420,UNNAMED,2009,4,20,6643728.54881075,4982985775.10024,Unknown
10598,99705,KS3740209652220140404,UNNAMED,2014,4,4,402929.779178263,640594104.165709,Unknown
10652,800724,KS3703709613220090410,UNNAMED,2009,4,10,15415866.7609433,5090175240.1415,Unknown
10746,66148,KS3848709654320140326,UNNAMED,2014,3,26,269869.258569708,437694808.615892,Unknown
10791,122788,KS3885509620220140326,UNNAMED,2014,3,26,496583.716549349,820570851.51391,Unknown
10833,33313,KS3851809648220110506,UNNAMED,2011,5,6,185513.122032271,220559581.947574,Prescribed Fire
10834,51548,KS3852109646220150330,UNNAMED,2015,3,30,229272.051488505,341318009.24872,Unknown
10836,58309,KS3852209645820160503,UNNAMED,2016,5,3,214128.880675703,385972320.488475,Unknown
10856,38160,KS3853109662820160408,UNNAMED,2016,4,8,184432.648511397,252729874.180935,Unknown
10959,43811,KS3846809675720140326,UNNAMED,2014,3,26,142006.966458508,289661622.292788,Unknown
10982,60039,KS3847509656719980401,ANNUAL BUR,1998,4,1,198003.113856416,397032603.058149,Wildfire
11003,113708,KS3803909641920140404,UNNAMED,2014,4,4,357890.880838948,743035845.394978,Unknown
11010,68479,KS3814509638720150314,UNNAMED,2015,3,14,360937.84128667,448779550.00827,Unknown
11029,32261,KS3814709662120110411,UNNAMED,2011,4,11,192068.201818569,211435771.653449,Prescribed Fire
11052,55037,KS3827709661320150330,UNNAMED,2015,3,30,249488.498448088,361988133.680339,Unknown
11054,32353,KS3827909643120110411,UNNAMED,2011,4,11,261619.500549704,212804400.41166,Prescribed Fire
11055,35663,KS3828109666520110506,UNNAMED,2011,5,6,252712.316244823,234581307.145617,Prescribed Fire
11056,63061,KS3828209630920160317,RD 80,2016,3,17,290824.085609248,413648701.880698,Wildfire
11057,45667,KS3828209643820140411,UNNAMED,2014,4,11,150648.502915084,300395953.739185,Unknown
11076,47388,KS3829109643320150407,UNNAMED,2015,4,7,214946.933521897,311803007.55672,Unknown
11090,38246,KS3830009643220160408,UNNAMED,2016,4,8,222332.600114565,251714535.213272,Unknown
11106,1183539,KS3830509627320060422,UNNAMED,2006,4,22,17060656.0751667,7794998801.90642,Unknown
11110,46659,KS3831009661220140411,UNNAMED,2014,4,11,180782.840340667,307141902.778924,Unknown
11151,71132,KS3818209643420070401,UNNAMED,2007,4,1,818487.225935829,466432948.307172,Unknown
11161,116581,KS3807209637920110411,UNNAMED,2011,4,11,589835.978941017,762508892.197351,Prescribed Fire
12179,66345,KY3744808274319871113,UNNAMED,1987,11,13,576274.22434018,426477827.167636,Unknown
12180,66145,KY3745908336819871105,UNNAMED,1987,11,5,308605.200130211,425767131.796051,Unknown
12181,32565,KY3746108231219871113,UNNAMED,1987,11,13,367209.715814875,209484934.465932,Unknown
12268,38312,KY3778108252419871113,UNNAMED,1987,11,13,403984.034541249,248518491.508256,Unknown
12697,67641,MN4803809544420030409,REINER 36,2003,4,9,493088.708589516,611842784.040381,Wildfire
12702,66422,MN4806509545519891023,UNNAMED,1989,10,23,178732.193511425,601396695.597678,Wildfire
12704,131401,MN4809809545719870405,UNNAMED,1987,4,5,437785.675080591,1191347801.00549,Wildfire
12726,70606,MN4815609076220070505,HAM LAKE,2007,5,5,337200.833054205,641462162.247537,Wildfire
12728,43533,MN4817309546619900418,UNNAMED,1990,4,18,165660.556655855,395846440.154567,Wildfire
12931,85116,MN4790609152420110817,PAGAMICREEK,2011,8,17,493834.045970914,764250748.404245,Wildfire
12943,37840,MN4792809544419910513,UNNAMED,1991,5,13,133954.172175273,340841051.766508,Unknown
12949,32693,MN4795909544719900418,UNNAMED,1990,4,18,192879.788016568,294823731.711329,Unknown
13062,33546,MT4517010618320110822,DIAMONDCOMPLEX,2011,8,22,164715.649399986,272690796.875991,Wildfire
13098,64384,MT4524310605320120703,TAYLOR CREEK,2012,7,3,154495.291025228,525957619.190014,Wildfire
13148,179096,MT4507511010219880619,STORM CREEK,1988,6,19,495287.400652467,1455050452.79089,Wildfire
13229,62381,MT4538610624320000726,STAG,2000,7,26,173597.536201853,511744345.94533,Wildfire
13533,35759,MT4720111365620070803,JOCKO LAKES,2007,8,3,126674.450135358,312889723.086433,Wildfire
13551,54500,MT4856111405520030723,ROBERT,2003,7,23,176697.732322523,503130758.566579,Wildfire
13571,167875,MT4724011275119880625,CANYON CREEK,1988,6,25,821626.56698674,1473106813.74562,Wildfire
13597,33779,MT4688611467420030810,FISH CREEK COMPLEX (THOMPSON CREEK),2003,8,10,130591.701429177,292533146.213867,Wildfire
13608,95656,MT4780711483420070731,CHIPPY CREEK,2007,7,31,206155.269410002,857612495.316306,Wildfire
13610,42493,MT4781311293519880711,GATES PARK,1988,7,11,271444.381501025,381063736.693639,Wildfire
13613,49770,MT4817211305620150813,FAMILY PEAK COMPLEX,2015,8,13,316005.740908029,453485176.434629,Wildfire
13626,60711,MT4784711358920150812,BEAR CREEK,2015,8,12,320688.591031995,544376707.628119,Wildfire
13654,53912,MT4797011293420070628,FOOL CREEK,2007,6,28,327414.247151842,486388509.297391,Wildfire
13685,36987,MT4709011261820030813,LINCOLN COMPLEX (SNOWBANK),2003,8,13,131049.908406196,322746091.466634,Wildfire
13694,137947,MT4751410764220030719,MISSOURI BREAKS COMPLEX,2003,7,19,415364.591557732,1219010378.36952,Wildfire
13712,32985,MT4832310864920120914,WELDER,2012,9,14,129317.240678927,301226120.895874,Wildfire
13713,41237,MT4832411320020070718,SKYLAND,2007,7,18,186574.416463213,377168788.245254,Wildfire
13717,30166,MT4837411482620070727,BRUSH CREEK,2007,7,27,118946.758956119,276452503.874007,Wildfire
13719,138192,MT4838610920219911016,BLAINE C,1991,10,16,630652.351909457,1267038281.09833,Wildfire
13728,124599,MT4754010748920060717,BLACK PULASKI COMPLEX,2006,7,17,568428.04639809,1105214370.04876,Wildfire
13729,45633,MT4754911296120070628,AHORN,2007,6,28,235203.713997006,405115416.666256,Wildfire
13750,33044,MT4760011331820030718,LITTLE SALMON CREEK,2003,7,18,189166.917997661,293931539.81933,Wildfire
13778,83942,MT4574610716620120731,SARPY HILLS COMPLEX,2012,7,31,314474.278390844,695577993.897686,Wildfire
13814,118045,MT4600611408220000731,VALLEY COMPLEX (BEAR),2000,7,31,307662.99542258,990105755.598808,Wildfire
13821,35865,MT4643911179319880809,CANYON CREEK,1988,8,9,177617.566850975,305532724.421399,Wildfire
13830,103074,MT4601710766920060716,PINE RIDGE COMPLEX,2006,7,16,259007.968650724,863219901.875159,Wildfire
13839,68236,MT4648111367820070713,SAWMILL COMPLEX (WYMAN #2),2007,7,13,294955.047035057,581306796.036545,Wildfire
13855,61955,MT4550810679219940908,BABY DEAN,1994,9,8,137345.577575615,510449539.367679,Wildfire
13860,40397,MT4649610820920120824,DELPHIA,2012,8,24,109864.403492285,343765485.268305,Wildfire
13889,62967,MT4580011396420000731,SULA COMPLEX (MAYNARD),2000,7,31,282107.998876111,524313898.904195,Wildfire
13910,38365,MT4582710966620030808,HOBBLE,2003,8,8,174103.338808463,319684066.505788,Wildfire
13926,55024,MT4582910516719960817,POWDERVILLE,1996,8,17,309588.811512191,458920214.735079,Wildfire
13944,200993,MT4559210981020060822,DERBY,2006,8,22,431151.326482417,1660917740.3632,Wildfire
13956,91575,MT4613910793820060712,BUNDY RAILROAD,2006,7,12,231799.12493463,771677588.844989,Wildfire
13972,80383,MT4620711124920000815,TOSTON-MAUDLOW,2000,8,15,244087.223992376,679018139.717694,Wildfire
13984,48282,MT4563610416919880620,BREWER,1988,6,20,190135.326690617,399599845.413519,Wildfire
13994,64810,MT4589911360920000731,MUSSIGBROD COMPLEX (MUSSIGBROD),2000,7,31,393762.521601061,540143103.958646,Wildfire
13999,105494,MT4621810818620080821,DUNN MTN. ASSIST,2008,8,21,226701.242429455,891490256.468217,Wildfire
14004,43217,MT4565711478020130716,GOLD PAN COMPLEX,2013,7,16,293070.801838658,358209130.997161,Wildfire
14023,66292,MT4566710414620020830,KRAFT SPRINGS,2002,8,30,193784.150586463,549263440.162524,Wildfire
14028,132681,MT4573810684020120801,CHALKY,2012,8,1,287425.771060546,1102664306.01645,Wildfire
14034,157778,MT4625810827219840825,HAWK CREEK,1984,8,25,560524.225016277,1335286800.19996,Wildfire
14039,253414,MT4566910646920120625,ASH CREEK,2012,6,25,458684.664764495,2098491176.4926,Wildfire
14102,53487,NM3223310475220110424,LASTCHANCE,2011,4,24,137219.398786192,303585159.716588,Wildfire
14124,30388,NM3155810867420020627,WALNUT,2002,6,27,92842.8084941461,169884954.714226,Wildfire
14150,55229,NE4262410325320120829,WEST ASH,2012,8,29,205660.709406576,413635006.549424,Wildfire
14152,46887,NE4268110358419890708,FT.ROBINSON,1989,7,8,213045.451049562,351298945.201195,Wildfire
14163,33552,NM3135610886320110507,CLOVERDALE2,2011,5,7,125405.60314249,186748000.84994,Wildfire
14180,104011,NM3138510881120090610,PASCO,2009,6,10,177973.322511885,579350806.836347,Wildfire
14195,39565,NE4275510381220060727,SIOUX COUNTY COMPLEX,2006,7,27,232708.005384048,296905683.461603,Wildfire
14215,77278,NE4282410260920120829,WELLNITZ,2012,8,29,246152.753328971,584166159.6875,Wildfire
14216,66350,NE4284210010820120720,REGION 24 COMPLEX,2012,7,20,211695.899726769,498982084.553016,Wildfire
14220,34859,NM3146710883319940611,FLAT COMPLEX,1994,6,11,106305.052460989,194503982.626202,Wildfire
14401,53708,ND4762110385319991031,GAP/ROUGH CREEK,1999,10,31,270772.281358089,478127637.884238,Wildfire
14415,30588,ND4612610116620020705,TENBROOK,2002,7,5,224506.8244455,257800842.353374,Wildfire
14424,40219,NC3559707580020110505,PAINSBAY,2011,5,5,108392.251030992,247159938.59362,Wildfire
14427,73210,MT4865211410120010816,MOOSE,2001,8,16,225901.597880144,677999157.608613,Wildfire
14431,32563,MT4868111343420060728,RED EAGLE,2006,7,28,202091.242414119,302036708.265545,Wildfire
14483,33845,MT4878711426219880906,RED BENCH,1988,9,6,173426.53062404,315252027.909292,Wildfire
14498,41560,NC3569207635320080603,EVANS ROAD,2008,6,3,122079.126517797,255550004.695887,Wildfire
14499,110696,NC3569507626119850407,ALLAN ROAD,1985,4,7,214231.475885735,680860685.63491,Wildfire
14528,51987,MT4890111437420030718,WEDGE CANYON,2003,7,18,163897.981603233,486413236.511411,Wildfire
14589,77768,NC3449007769619860505,UNNAMED,1986,5,5,180667.816803823,464383928.545752,Wildfire
14605,31511,NC3454407767320110619,JUNIPER ROAD,2011,6,19,84526.8206633335,188311906.528773,Wildfire
14681,53730,NM3353010381320090610,CATO,2009,6,10,131844.894902382,313733901.550337,Wildfire
14717,74273,NM3341310817620050528,BLACK RANGE COMPLEX WFU,2005,5,28,312530.492065748,432841481.690628,Wildland Fire Use
14718,56796,NM3341610797320030428,BOILER,2003,4,28,167028.539019024,330772128.471443,Wildfire
14719,37935,NM3341910582920120604,LITTLE BEAR,2012,6,4,127118.989656786,221072734.406133,Wildfire
14723,34703,NM3342710857420060619,BEAR,2006,6,19,109618.06161234,202159266.492089,Wildfire
14774,37096,NM3345410840820020331,MIDDLE,2002,3,31,108380.861300157,216230436.50538,Wildfire
14780,60546,NM3361010535120040515,PEPPIN,2004,5,15,216351.978096133,354181845.397915,Wildfire
14791,44943,NM3433310361920110417,TIRE,2011,4,17,132299.258454334,267237340.258243,Wildfire
14854,34324,NM3444410434820000217,JOHNNY,2000,2,17,100751.006449909,204740394.611367,Wildfire
14860,30248,NM3367110746119940605,POT,1994,6,5,110272.687167331,177196407.168358,Wildfire
14864,33064,NM3368610809320000605,CHANCE,2000,6,5,177527.194370726,193643325.013737,Wildfire
14868,34562,NM3378810742520160521,NORTH,2016,5,21,217069.577033191,203371452.903575,Wildfire
14903,39349,NM3321410842619930514,BRUSH,1993,5,14,156599.095910837,228114834.5092,Wildfire
14909,113956,NM3322510843320030531,DRY LAKE COMPLEX (DRY LAKES),2003,5,31,279503.099414664,660801113.178758,Wildfire
14946,306924,NM3326710859220120509,WHITEWATER-BALDY,2012,5,9,536306.327195295,1784191400.43018,Wildfire
14959,32020,NM3325910796720090528,DIAMOND,2009,5,28,61193.2379098851,185818194.504167,Wildfire
14976,34597,NM3305710347620000307,GRANDECMPLX,2000,3,7,161965.026765067,199855965.511139,Wildfire
14986,35678,NM3329510335820000212,VALENTINE CX,2000,2,12,238814.51658939,207001555.993782,Wildfire
14998,77369,NM3307510377520110227,ENTERPRISE,2011,2,27,229670.403146705,447123596.042871,Wildfire
15006,103327,NM3330110523720110628,DONALDSON,2011,6,28,137619.628393453,600088319.161437,Wildfire
15032,33564,NM3287010548020110509,MAYHILL,2011,5,9,108884.629274021,193471502.762072,Wildfire
15035,137884,NM3288810780920130607,SILVER,2013,6,7,332037.9401687,795692494.917158,Wildfire
15104,84760,NM3314410836920110428,MILLER,2011,4,28,256917.430444222,491072653.335136,Wildfire
15111,48019,NM3244310489320080618,ROCKY,2008,6,18,168170.622920382,273631273.761857,Wildfire
15122,92790,NM3315710331520060312,MCDONALD,2006,3,12,291247.36298542,537230801.699314,Wildfire
15209,35342,NV3994811972420160729,TULE,2016,7,29,134934.94726833,243940338.400673,Wildfire
15210,106236,NV3994911652819990805,EUREKA COMPLEX (TRAIL CANYON),1999,8,5,506774.191142412,732408586.531368,Wildfire
15246,172226,NV3984111739119990804,NEW PASS COMPLEX (NEW PASS-ANTELOPE),1999,8,4,367720.157300715,1183654801.49017,Wildfire
15294,47030,NV4003311984019990823,FISH COMPLEX (FISH SPRINGS),1999,8,23,136379.425894596,325020678.662674,Wildfire
15351,36800,NV3964711778520000801,TWIN PEAKS,2000,8,1,189148.140067234,251422525.532451,Wildfire
15355,130150,NV4011611706720070716,ANTELOPE COMPLEX,2007,7,16,567414.931413558,902193117.167965,Wildfire
15406,150019,NV3716611461920050622,SOUTHERN NEVADA COMPLEX (MEADOW VALLEY),2005,6,22,308431.822445455,957775387.467295,Wildfire
15407,39030,NV3719111490920120805,DEL FIRE,2012,8,5,151331.584091601,249676483.692492,Wildfire
15420,30199,NV3720111460119930728,MEADOW,1993,7,28,96573.3554872358,192978252.526099,Wildfire
15432,327156,NV3724211430320050622,SOUTHERN NEVADA COMPLEX (DUZAK),2005,6,22,647729.467301736,2088130615.22496,Wildfire
15433,41233,NV3724911483919940701,GREGERSON,1994,7,1,148766.281002271,263817837.225594,Wildfire
15451,172390,NV3728011477820050628,DELAMAR,2005,6,28,310587.916305064,1103896556.18464,Wildfire
15473,33448,NV3591711547120050622,GOODSPRINGS,2005,6,22,111657.186954183,206810959.571265,Wildfire
15487,44125,NM3611210392520060615,GLADSTONE,2006,6,15,146241.303678633,274307412.957445,Wildfire
15511,43665,NV3622811420120050628,FORK,2005,6,28,161676.552679546,272107386.972987,Wildfire
15612,150874,NM3581210654120110626,LASCONCHAS,2011,6,26,357913.570679141,931288709.179674,Wildfire
15635,89084,NM3668210504720020608,PONIL COMPLEX,2002,6,8,200038.031653437,561626576.447351,Wildfire
15653,44279,NM3590710632420000505,CERRO GRANDE,2000,5,5,206333.238255611,273711477.79178,Wildfire
15692,55098,NV4182111527920080810,EAST SLIDE ROCK RIDGE WFU,2008,8,10,295284.688315151,402312042.964141,Wildfire
15710,32132,NV4183711405919990719,WAGON BOX,1999,7,19,106077.398772082,234432005.437906,Wildfire
15730,242873,NV4142111667920060725,WINTERS,2006,7,25,342451.680422919,1749424126.56126,Wildfire
15732,37655,NV4185211558419920802,COFFEE POT,1992,8,2,159291.557561753,274855939.339118,Wildfire
15751,33600,NV4143011696219990805,CHIMNEY,1999,8,5,139996.522057207,242091539.171944,Wildfire
15752,154036,NV4143111542120060815,CHARLESTON,2006,8,15,326257.207326984,1109868139.93567,Wildfire
15775,105310,NV4149011635520060903,AMAZON,2006,9,3,246644.578980771,760150082.015106,Wildfire
15794,32099,NV4189211437820000810,CHOKE CHERRY,2000,8,10,115991.925616821,234598362.312644,Wildfire
15796,36997,NV4190111784920120810,LONG CANYON,2012,8,10,123436.183660403,269714281.841044,Wildfire
15797,63143,NV4190411448120070706,HIGHWAY 93 COMPLEX (WEST BASIN),2007,7,6,232353.785965738,461642226.634461,Wildfire
15805,35380,NV4118711774819960826,WINNEMUCCA COMPLEX (BLOODY RUN),1996,8,26,107237.605265822,253029465.924335,Wildfire
15806,101118,NV4120311652020050715,ESMERALDA,2005,7,15,316854.586749157,723530897.539093,Wildfire
15809,35055,NV4121211745020110930,HOTSPRINGS,2011,9,30,140698.232108767,251867911.330525,Wildfire
15816,39482,NV4191411853519850708,WILDER,1985,7,8,121373.82501174,288748299.221996,Wildfire
15817,58737,NV4192111742519960826,QUINN-O'DELL,1996,8,26,189697.718607358,429666178.73165,Wildfire
15821,59642,NV4193511485720070716,MURPHY COMPLEX (SCOTT CREEK),2007,7,16,197936.492987495,436475804.659044,Wildfire
15831,92482,NV4122911799519850619,AMAX 1,1985,6,19,205932.752858544,662263811.051496,Wildfire
15833,67886,NV4123611474620000726,NORTHEAST ELKO COUNTY ZONE (COUNTY ZONE),2000,7,26,178816.109479127,486237035.16811,Wildfire
15834,38495,NV4123711703420000630,KELLY CREEK,2000,6,30,181500.236850784,275731217.79503,Wildfire
15845,457931,NV4197311836620120805,HOLLOWAY,2012,8,5,563620.632863026,3359314910.23079,Wildfire
15862,56395,NV4198511429920000817,WEST BASIN,2000,8,17,157021.424069711,413347803.244099,Wildfire
15867,56584,OK3431309744020090409,LOCO-HEALDTON,2009,4,9,408378.937503911,336640000.528573,Wildfire
15877,69694,NV4158311803020000717,BILK CREEK COMPLEX (DOUBLE H),2000,7,17,157939.413367291,504514883.068434,Wildfire
15897,50877,NV4174011645420050715,WILSON COMPLEX (RAWHIDE),2005,7,15,204683.330266835,370083866.536693,Wildfire
15899,31760,NV4174611519520000801,CAMP CREEK,2000,8,1,177963.512912727,231065072.032773,Wildfire
15913,43612,NV4130311651320120805,WILLOW,2012,8,5,130421.293697102,312852673.897479,Wildfire
15919,74645,NV4175111790919850707,SENTINEL,1985,7,7,254416.025725622,543154258.047536,Wildfire
15920,77045,NV4175311853719990804,JUNGO COMPLEX,1999,8,4,240904.134263077,560658617.899887,Wildfire
15948,40305,NV4133011505620070716,HEPWORTH COMPLEX (HEPWORTH),2007,7,16,143622.269305371,289510890.300929,Wildfire
15952,31348,NV4133911718219960826,UPPER HUMBOLDT COMPLEX (GETCHELL),1996,8,26,128688.271406575,225239688.607821,Wildfire
15955,34139,NV4164011425219960801,DIVISION,1996,8,1,175126.193743205,247561278.585308,Wildfire
15959,40247,NV4166711923519990824,BADGER,1999,8,24,103936.557276909,292096778.755096,Wildfire
15960,159805,NV4176911415120070718,WINECUP COMPLEX (WEST FORK),2007,7,18,337575.676724477,1163456070.86346,Wildfire
15975,40996,NV4168911761620010817,UPPER WILLOW,2001,8,17,157334.513607362,297869689.396853,Wildfire
15999,36932,NV4046911673219960826,UPPER HUMBOLDT COMPLEX (SLAVEN 2),1996,8,26,111785.005042197,258523544.85678,Wildfire
16003,32401,NV4054511625719960910,FRENCHY FLAT,1996,9,10,119729.119903663,227092465.494633,Wildfire
16015,115892,NV4094911623520110930,INDIANCREEK,2011,9,30,533709.672822376,826911404.813251,Wildfire
16018,73798,NV4111111669020010812,BUFFALO COMPLEX (HOT LAKE),2001,8,12,240455.407191088,526201718.823675,Wildfire
16046,38483,NV4099711695019840830,IZEN 1,1984,8,30,233447.189883114,273653474.869307,Wildfire
16047,40729,NV4100611780919850817,JUNGORD,1985,8,17,105240.181868715,289689725.20616,Wildfire
16055,39366,NV4114211539220060724,MARBLE,2006,7,24,77946.9131142741,281156894.604399,Wildfire
16056,128143,NV4114511803919990804,SOMBRERO,1999,8,4,412671.164714369,915302828.169135,Wildfire
16058,71058,NV4115111737319960826,UPPER HUMBOLDT COMPLEX (DUTCH FLAT),1996,8,26,175681.549030504,507652365.71392,Wildfire
16062,55255,NV4074311759720010831,UNNAMED,2001,8,31,195144.761100682,389936921.407418,Wildfire
16080,31780,NV4077311800919990804,DUN GLENN COMPLEX (COSGRAVE),1999,8,4,187174.795941181,224286076.499202,Wildfire
16081,85110,NV4077411679420010809,SHEEP,2001,8,9,140766.875819521,601187541.459124,Wildfire
16088,120015,NV4102211692120160702,HOT POT,2016,7,2,284512.683715106,855286860.075909,Wildfire
16099,50450,NV4078711636620110930,CHUKKARCANYON,2011,9,30,150321.86953217,356779556.085648,Wildfire
16114,58367,NV4080011817320070706,TUNGSTEN,2007,7,6,176718.032541039,412250321.156058,Wildfire
16120,153120,NV4104111664720060903,SHEEP,2006,9,3,274806.785265409,1089494147.84974,Wildfire
16123,47655,NV4104411597720060726,BASCO,2006,7,26,146260.517904503,339356067.934792,Wildfire
16125,39328,NV4104711697720110930,IZZENHOOD,2011,9,30,150476.0231548,280577826.538083,Wildfire
16139,33570,NV4105511739819990806,CORRIDOR COMPLEX (LONE BUTTE),1999,8,6,140364.640021931,239133886.739081,Wildfire
16143,39343,NV4107211679419850706,ROCK CRK 2,1985,7,6,137330.863143101,280399801.542315,Wildfire
16151,48365,NV4064411630819990806,ROSE,1999,8,6,132930.479454112,340307496.715959,Wildfire
16156,81759,NV4082511602820060625,SUZIE,2006,6,25,160867.963840098,578396838.939309,Wildfire
16162,183908,NV4034111594019990805,SADLER COMPLEX,1999,8,5,452525.206934711,1282492928.81561,Wildfire
16168,72638,NV4108611692019990708,CLOVER,1999,7,8,199930.992569622,517919294.478594,Wildfire
16170,36772,NV4108911799220130701,CRESCENT DUNE,2013,7,1,117404.740700541,262630715.121302,Wildfire
16171,35349,NV4109711741020110930,EDENVALLEY,2011,9,30,166571.244552043,251861308.440978,Wildfire
16185,76332,NV4048211779820010812,SPAULDING,2001,8,12,321684.816292562,534514133.456829,Wildfire
16200,55277,NV4049411640819990804,FRENCHIE,1999,8,4,114642.309223934,387214289.806933,Wildfire
16218,236451,NV4050111851919990804,DUN GLENN COMPLEX (POKER BROWN),1999,8,4,481727.838880139,1656711538.11999,Wildfire
16249,41704,NV4069611736619850706,DIXIE,1985,7,6,141223.488307292,293893338.872399,Wildfire
16250,65600,NV4070311606720070717,RED HOUSE COMPLEX,2007,7,17,248223.278565349,462490472.706554,Wildfire
16298,36113,OK3664209609620140122,UNNAMED,2014,1,22,173716.365278482,227435941.233534,Unknown
16387,58056,OK3651009935820160405,350 COMPLEX,2016,4,5,207132.103534373,365845688.401147,Wildfire
16424,57117,OK3595609643920120803,FREEDOM HILL,2012,8,3,156803.182475761,354314674.559551,Wildfire
16425,42995,OK3595909894720090305,PUTNAM,2009,3,5,146286.459809981,266123649.414721,Wildfire
16454,34432,OK3631909883320090710,CHESTER,2009,7,10,132303.648501747,215066543.867087,Wildfire
16720,41430,OK3471109880020110901,FERGUSON,2011,9,1,155301.468316668,249041953.854888,Wildfire
16804,31962,OR4259511748719850623,CORBIN,1985,6,23,143599.109846953,238813653.196807,Wildfire
16836,50919,OR4320311927919850707,HARNEY LK.,1985,7,7,194631.884796936,387975834.581641,Wildfire
16841,67854,OR4232311875820060821,PUEBLO FIRE,2006,8,21,201140.264102676,502646929.923367,Wildfire
16846,96698,OR4236212395219870830,SILVER,1987,8,30,183856.535609201,718475551.093434,Wildfire
16857,163356,OR4281911917520120708,MILLER HOMESTEAD,2012,7,8,257724.03066677,1232372936.72691,Wildfire
16877,95148,OR4295411972520010808,BIG JUNIPER,2001,8,8,273237.364742459,719170646.518492,Wildfire
16887,33987,OR4283012081520020712,GRIZZLY COMPLEX (WINTER),2002,7,12,170834.43488403,255865900.144188,Wildfire
16904,557620,OR4239211789420120708,LONG DRAW,2012,7,8,435372.120748837,4146062239.09767,Wildfire
16908,33687,OR4241811931120000712,BEATY BUTTE,2000,7,12,190889.452350798,250601781.812944,Wildfire
16915,34432,OR4296811981219860801,BACON CAMP,1986,8,1,302757.808922546,260176506.947577,Wildfire
16920,91488,OR4211012080120120806,BARRY POINT,2012,8,6,242750.053323016,671187488.228305,Wildfire
16923,38451,OR4212611781719850623,ANGEL,1985,6,23,199816.139507498,283078653.020371,Wildfire
16927,495308,OR4244112390420020713,BISCUIT COMPLEX (BISCUIT),2002,7,13,460590.736733574,3666161432.16036,Wildfire
16947,32971,OR4298911817020010809,SHEEPSHEAD,2001,8,9,144655.19368153,249488464.776002,Wildfire
16963,72071,OR4300111780120060722,HAPPY VALLEY,2006,7,22,150575.2565798,545571764.546067,Wildfire
16965,65309,OR4300511753819860810,BOGUS CR,1986,8,10,237187.180292765,494679260.67341,Wildfire
16966,31329,OR4300811741020070706,CLARK BUTTE,2007,7,6,90741.1067464595,237213417.035765,Wildfire
16982,56342,OR4301812088720020712,TOOL BOX COMPLEX (TOOL BOX),2002,7,12,179412.36039939,426085403.818785,Wildfire
17031,66990,OR4263511759320010809,JACKIE'S BUTTE,2001,8,9,210881.200544244,501181134.8985,Wildfire
17048,35390,OR4267311984019840809,RABBIT 2,1984,8,9,217679.069507939,265452909.419807,Wildfire
17070,48505,OR4311312273420020713,BOULDER,2002,7,13,114625.071477086,368510817.96326,Wildfire
17073,56721,OR4312211758119960730,BOGUS CREEK,1996,7,30,134022.152465563,431046796.262163,Wildfire
17081,35204,OR4204812234620140731,BEAVER COMPLEX,2014,7,31,84896.4950251713,258388777.138263,Wildfire
17128,374524,OK3692409905720160323,ANDERSON CREEK FIRE,2016,3,23,723161.955365929,2388279982.43211,Wildfire
17153,51112,OK3681409579220140223,UNNAMED,2014,2,23,181407.802510091,323374608.783028,Unknown
17154,44561,OK3681409579620110412,UNNAMED,2011,4,12,259935.908511981,281893101.009217,Prescribed Fire
17163,88943,OK3699909895419960222,UNNAMED,1996,2,22,393381.87996163,565363796.249734,Wildfire
17172,52623,OK3682209579220150330,UNNAMED,2015,3,30,234888.316615614,332987132.118727,Unknown
17177,65406,OK3693709646520110411,UNNAMED,2011,4,11,201668.766286266,415122447.792258,Prescribed Fire
17191,49006,OK3666709655920160503,UNNAMED,2016,5,3,262104.238763072,308879041.623729,Unknown
17260,32901,OK3684809619420140122,UNNAMED,2014,1,22,204861.424639945,208208049.673721,Unknown
